DrugBank ID,Water Solubility,logP,logS,pKa (Strongest Acidic),pKa (Strongest Basic),Physiological Charge,Hydrogen Acceptor Count,Hydrogen Donor Count,Polar Surface Area,Rotatable Bond Count,Refractivity,Polarizability,Number of Rings,Bioavailability,Rule of Five,Ghose Filter,Veber's Rule,MDDR-like Rule,Human Intestinal Absorption_Value,Human Intestinal Absorption_Probability,Blood Brain Barrier_Value,Blood Brain Barrier_Probability,Caco-2 permeable_Value,Caco-2 permeable_Probability,P-glycoprotein substrate_Value,P-glycoprotein substrate_Probability,P-glycoprotein inhibitor I_Value,P-glycoprotein inhibitor I_Probability,P-glycoprotein inhibitor II_Value,P-glycoprotein inhibitor II_Probability,Renal organic cation transporter_Value,Renal organic cation transporter_Probability,CYP450 2C9 substrate_Value,CYP450 2C9 substrate_Probability,CYP450 2D6 substrate_Value,CYP450 2D6 substrate_Probability,CYP450 3A4 substrate_Value,CYP450 3A4 substrate_Probability,CYP450 1A2 substrate_Value,CYP450 1A2 substrate_Probability,CYP450 2C9 inhibitor_Value,CYP450 2C9 inhibitor_Probability,CYP450 2D6 inhibitor_Value,CYP450 2D6 inhibitor_Probability,CYP450 2C19 inhibitor_Value,CYP450 2C19 inhibitor_Probability,CYP450 3A4 inhibitor_Value,CYP450 3A4 inhibitor_Probability,CYP450 inhibitory promiscuity_Value,CYP450 inhibitory promiscuity_Probability,Ames test_Value,Ames test_Probability,Carcinogenicity_Value,Carcinogenicity_Probability,Biodegradation_Value,Biodegradation_Probability,Rat acute toxicity_Value,Rat acute toxicity_Probability,hERG inhibition (predictor I)_Value,hERG inhibition (predictor I)_Probability,hERG inhibition (predictor II)_Value,hERG inhibition (predictor II)_Probability
DB13139,2.15 mg/mL,0.34,-2,10.12,9.4,1,4,4,72.72 Å2,5,67.87 m3·mol-1,26.87 Å3,1,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09022,0.00128 mg/mL,4.92,-5.4,,9.14,1,2,1,38.33 Å2,9,90.57 m3·mol-1,34.83 Å3,2,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06870,0.0199 mg/mL,3.5,-4.2,18.4,-0.14,0,2,1,37.3 Å2,2,95.42 m3·mol-1,37.03 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.9736,+,0.8565,Substrate,0.6835,Inhibitor,0.53,Non-inhibitor,0.8119,Non-inhibitor,0.7435,Non-substrate,0.829,Non-substrate,0.9107,Substrate,0.756,Non-inhibitor,0.936,Non-inhibitor,0.9524,Non-inhibitor,0.9194,Non-inhibitor,0.5685,Non-inhibitor,0.8488,Low CYP Inhibitory Promiscuity,0.6352,Non AMES toxic,0.9135,Non-carcinogens,0.9396,Not ready biodegradable,0.97,"1.6006 LD50, mol/kg",Not applicable,Weak inhibitor,0.8427,Non-inhibitor,0.6807
DB13169,0.0561 mg/mL,3.07,-3.7,18.25,-0.88,0,2,1,37.3 Å2,0,79.95 m3·mol-1,32.27 Å3,4,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB16279,0.00588 mg/mL,5.26,-5,11.01,0.71,0,6,2,107.08 Å2,8,126.95 m3·mol-1,49.5 Å3,4,0,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01708,0.0438 mg/mL,3.36,-3.8,18.2,-1.4,0,2,1,37.3 Å2,0,84.66 m3·mol-1,34.1 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.9611,+,0.8816,Substrate,0.6176,Inhibitor,0.6272,Non-inhibitor,0.9014,Non-inhibitor,0.7596,Non-substrate,0.8415,Non-substrate,0.9116,Substrate,0.7404,Non-inhibitor,0.9313,Non-inhibitor,0.9672,Non-inhibitor,0.9476,Non-inhibitor,0.9025,Non-inhibitor,0.8399,Low CYP Inhibitory Promiscuity,0.9013,Non AMES toxic,0.9382,Non-carcinogens,0.947,Not ready biodegradable,0.8998,"1.5214 LD50, mol/kg",Not applicable,Weak inhibitor,0.8861,Non-inhibitor,0.7176
DB09069,0.754 mg/mL,0.91,-2.6,,9.21,1,5,1,42.96 Å2,5,74.75 m3·mol-1,29.15 Å3,2,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09070,0.00722 mg/mL,3.1,-4.6,16.27,-1.7,0,2,1,37.3 Å2,0,91.73 m3·mol-1,36.77 Å3,4,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13185,0.00377 mg/mL,5.29,-5,9.23,-3.7,0,3,1,63.6 Å2,5,116.85 m3·mol-1,48.9 Å3,5,1,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09080,0.0703 mg/mL,1.19,-3.7,9.22,9.84,1,6,4,100.05 Å2,7,106.9 m3·mol-1,41.34 Å3,3,1,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09082,0.00118 mg/mL,3.6,-5.6,10.12,9.4,1,6,4,91.18 Å2,16,129.09 m3·mol-1,53.67 Å3,2,1,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09095,0.0446 mg/mL,2.01,-4,13.42,-3.3,0,4,2,74.6 Å2,2,100.99 m3·mol-1,40.2 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03962,4.28 mg/mL,-9.2,-2.3,0.65,3.94,-3,17,8,367.62 Å2,13,159.37 m3·mol-1,63.91 Å3,5,0,No,No,No,Yes,-,0.9755,+,0.7604,-,0.6893,Non-substrate,0.5297,Non-inhibitor,0.8759,Non-inhibitor,0.9187,Non-inhibitor,0.9236,Non-substrate,0.8455,Non-substrate,0.8266,Non-substrate,0.5213,Non-inhibitor,0.7235,Non-inhibitor,0.8682,Non-inhibitor,0.8539,Non-inhibitor,0.8494,Non-inhibitor,0.7787,Low CYP Inhibitory Promiscuity,0.8089,Non AMES toxic,0.7702,Non-carcinogens,0.8761,Not ready biodegradable,0.9922,"2.6574 LD50, mol/kg",Not applicable,Weak inhibitor,0.9836,Non-inhibitor,0.5562
DB13238,3.29 mg/mL,2,-1.5,,10.43,1,1,1,26.02 Å2,4,37.41 m3·mol-1,15.63 Å3,0,1,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13251,17.2 mg/mL,-0.32,-0.95,9.64,8.98,1,3,3,66.48 Å2,2,42.47 m3·mol-1,16.16 Å3,1,1,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09168,0.000954 mg/mL,5.46,-5.6,,9.05,1,2,0,23.55 Å2,7,127.98 m3·mol-1,48.33 Å3,4,1,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09169,0.00179 mg/mL,4.88,-5.3,,9.38,1,2,0,23.55 Å2,8,117.14 m3·mol-1,44.61 Å3,3,1,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13285,0.277 mg/mL,2.59,-2.8,,10.29,1,1,1,12.03 Å2,4,53.23 m3·mol-1,20.27 Å3,1,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09170,0.0326 mg/mL,2.81,-4,13.69,8.16,1,3,1,43.78 Å2,6,101.58 m3·mol-1,40.59 Å3,3,1,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09171,0.0134 mg/mL,4.18,-4.4,,9.07,1,2,0,23.55 Å2,6,107.95 m3·mol-1,40.7 Å3,3,1,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09173,0.0137 mg/mL,4.26,-4.4,,8.77,1,2,0,23.55 Å2,7,108.08 m3·mol-1,42.03 Å3,3,1,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06987,0.429 mg/mL,0.43,-2.8,14.08,9.67,1,4,3,84.58 Å2,8,73.51 m3·mol-1,29.99 Å3,1,1,Yes,Yes,No,No,+,0.9831,-,0.9505,-,0.7922,Substrate,0.6773,Non-inhibitor,0.9446,Non-inhibitor,0.9856,Non-inhibitor,0.8959,Non-substrate,0.8416,Substrate,0.5468,Non-substrate,0.6826,Non-inhibitor,0.9045,Non-inhibitor,0.9163,Non-inhibitor,0.9231,Non-inhibitor,0.9026,Non-inhibitor,0.9379,Low CYP Inhibitory Promiscuity,0.9537,Non AMES toxic,0.9132,Non-carcinogens,0.8691,Not ready biodegradable,0.8969,"2.0932 LD50, mol/kg",Not applicable,Weak inhibitor,0.996,Non-inhibitor,0.8861
DB09177,0.0167 mg/mL,3.96,-4.3,,8.74,1,2,0,23.55 Å2,6,103.7 m3·mol-1,40.41 Å3,3,1,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09180,0.0341 mg/mL,3.73,-4,,8.76,1,2,0,23.55 Å2,6,100.48 m3·mol-1,39.51 Å3,3,1,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09182,0.0534 mg/mL,3.53,-3.8,,8.18,1,2,0,23.55 Å2,5,98.73 m3·mol-1,36.4 Å3,3,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB16625,,6.28,,,-6.9,0,2,0,43.37 Å2,7,116.84 m3·mol-1,48.28 Å3,4,1,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB16629,,-2.7,,2.56,-2.4,0,6,2,149.18 Å2,11,137.75 m3·mol-1,50.9 Å3,3,1,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01839,952.0 mg/mL,-0.79,1.1,14.47,-2.9,0,2,2,40.46 Å2,1,18.97 m3·mol-1,8.01 Å3,0,1,Yes,No,No,No,+,0.9832,+,0.7184,-,0.6594,Non-substrate,0.7162,Non-inhibitor,0.9157,Non-inhibitor,0.944,Non-inhibitor,0.9401,Non-substrate,0.832,Non-substrate,0.8739,Non-substrate,0.7434,Non-inhibitor,0.7858,Non-inhibitor,0.9388,Non-inhibitor,0.9526,Non-inhibitor,0.8969,Non-inhibitor,0.9599,Low CYP Inhibitory Promiscuity,0.958,Non AMES toxic,0.9132,Carcinogens,0.5,Ready biodegradable,0.9505,"0.6112 LD50, mol/kg",Not applicable,Weak inhibitor,0.9568,Non-inhibitor,0.9008
DB16702,0.0602 mg/mL,4.44,-3.8,,9.1,1,3,0,26.79 Å2,7,116.98 m3·mol-1,43.79 Å3,3,1,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB16741,0.639 mg/mL,0.12,-2.9,12.75,-0.59,0,10,6,183.36 Å2,13,130.22 m3·mol-1,55.93 Å3,3,0,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB07027,0.0445 mg/mL,2.1,-3.9,14.21,7.7,1,3,2,75.43 Å2,6,101.65 m3·mol-1,38.92 Å3,3,1,Yes,Yes,No,Yes,+,0.989,+,0.909,-,0.6405,Substrate,0.6625,Inhibitor,0.7001,Non-inhibitor,0.598,Non-inhibitor,0.5429,Non-substrate,0.894,Non-substrate,0.7137,Non-substrate,0.6143,Non-inhibitor,0.7455,Non-inhibitor,0.6663,Non-inhibitor,0.5949,Inhibitor,0.6643,Inhibitor,0.7139,High CYP Inhibitory Promiscuity,0.7415,Non AMES toxic,0.7936,Non-carcinogens,0.872,Not ready biodegradable,0.9973,"2.5272 LD50, mol/kg",Not applicable,Weak inhibitor,0.9182,Inhibitor,0.8779
DB01873,0.00246 mg/mL,5.1,-5.3,14.09,2.73,0,5,2,96.72 Å2,2,136.04 m3·mol-1,55.62 Å3,2,1,No,No,No,No,+,0.8749,+,0.7345,-,0.5948,Substrate,0.689,Non-inhibitor,0.8151,Non-inhibitor,0.9518,Non-inhibitor,0.9136,Non-substrate,0.8473,Non-substrate,0.8372,Substrate,0.6028,Non-inhibitor,0.5443,Non-inhibitor,0.7697,Non-inhibitor,0.92,Non-inhibitor,0.612,Non-inhibitor,0.835,Low CYP Inhibitory Promiscuity,0.8559,Non AMES toxic,0.6843,Non-carcinogens,0.9367,Not ready biodegradable,0.5931,"2.8243 LD50, mol/kg",Not applicable,Weak inhibitor,0.9905,Non-inhibitor,0.9322
DB16826,0.0498 mg/mL,2.17,-3.8,12.73,0.59,0,5,2,80.55 Å2,0,106.42 m3·mol-1,34.85 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13378,18.6 mg/mL,-0.32,-0.91,9.56,8.91,1,3,3,66.48 Å2,2,42.47 m3·mol-1,15.94 Å3,1,1,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13415,4.51 mg/mL,0.59,-1.5,,-0.45,0,3,0,43.6 Å2,0,50.07 m3·mol-1,14.15 Å3,2,1,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09315,,0,,,,0,0,0,0 Å2,0,0 m3·mol-1,1.78 Å3,0,1,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB07117,0.031 mg/mL,2.52,-4.2,6.67,3.15,-1,7,2,116.76 Å2,5,123.02 m3·mol-1,46.23 Å3,5,1,Yes,Yes,No,No,+,0.9606,+,0.6586,-,0.645,Substrate,0.787,Inhibitor,0.6443,Non-inhibitor,0.7721,Non-inhibitor,0.6487,Non-substrate,0.7562,Non-substrate,0.7898,Substrate,0.5407,Non-inhibitor,0.8731,Non-inhibitor,0.659,Non-inhibitor,0.9374,Non-inhibitor,0.6104,Non-inhibitor,0.8238,Low CYP Inhibitory Promiscuity,0.8221,Non AMES toxic,0.5704,Non-carcinogens,0.8847,Not ready biodegradable,0.9914,"2.6063 LD50, mol/kg",Not applicable,Weak inhibitor,0.7722,Inhibitor,0.7106
DB04152,4.36 mg/mL,-2.6,-1.7,2.05,9.48,-1,5,3,101.65 Å2,3,60.59 m3·mol-1,23.33 Å3,2,1,Yes,No,No,No,+,0.7526,+,0.7234,-,0.695,Substrate,0.5513,Non-inhibitor,0.969,Non-inhibitor,0.9958,Non-inhibitor,0.9331,Non-substrate,0.9204,Non-substrate,0.8064,Non-substrate,0.5117,Non-inhibitor,0.6718,Non-inhibitor,0.7744,Non-inhibitor,0.8548,Non-inhibitor,0.6935,Non-inhibitor,0.7866,Low CYP Inhibitory Promiscuity,0.9204,Non AMES toxic,0.5491,Non-carcinogens,0.9278,Not ready biodegradable,0.8085,"2.5530 LD50, mol/kg",Not applicable,Weak inhibitor,0.9685,Non-inhibitor,0.829
DB13438,0.0233 mg/mL,3.99,-4,,10.46,1,1,0,3.24 Å2,5,70.44 m3·mol-1,26.81 Å3,2,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13443,0.429 mg/mL,0.43,-2.8,14.08,9.67,1,4,3,84.58 Å2,8,73.51 m3·mol-1,29.99 Å3,1,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13453,,0,,,,0,0,0,0 Å2,0,0 m3·mol-1,1.78 Å3,0,1,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13454,0.0709 mg/mL,3.22,-3.8,,9.1,1,6,0,90.85 Å2,6,135.45 m3·mol-1,51.11 Å3,7,1,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB16927,0.51 mg/mL,2.88,-2.7,9.26,7.72,1,3,2,43.7 Å2,0,79.99 m3·mol-1,29.54 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09351,0.0298 mg/mL,2.54,-4,14.09,9.67,1,4,2,50.72 Å2,11,88.64 m3·mol-1,37.06 Å3,2,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13472,0.000792 mg/mL,4.86,-5.7,,-6.8,0,2,0,52.6 Å2,6,113.52 m3·mol-1,41.08 Å3,3,1,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09378,0.261 mg/mL,0.93,-3.2,12.58,-2.9,0,5,3,94.83 Å2,2,98.32 m3·mol-1,38.9 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09383,0.0711 mg/mL,2.02,-3.7,12.44,-3.3,0,5,2,91.67 Å2,2,102.04 m3·mol-1,40.19 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13484,0.001 mg/mL,5.03,-5.6,18.86,-4.6,0,2,0,26.3 Å2,2,108.18 m3·mol-1,42.19 Å3,5,1,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB04230,3.79 mg/mL,-6.4,-2.3,0.83,4.89,-4,18,9,389.7 Å2,20,164.75 m3·mol-1,68.05 Å3,3,0,No,No,No,Yes,+,0.7984,-,0.7314,-,0.6545,Substrate,0.8126,Non-inhibitor,0.7274,Non-inhibitor,0.9485,Non-inhibitor,0.9511,Non-substrate,0.868,Non-substrate,0.8033,Substrate,0.5784,Non-inhibitor,0.7591,Non-inhibitor,0.782,Non-inhibitor,0.872,Non-inhibitor,0.7171,Non-inhibitor,0.7688,Low CYP Inhibitory Promiscuity,0.8681,AMES toxic,0.5265,Non-carcinogens,0.7942,Not ready biodegradable,0.9767,"2.6278 LD50, mol/kg",Not applicable,Weak inhibitor,0.8386,Non-inhibitor,0.6472
DB09461,,0,,,,0,0,0,0 Å2,0,0 m3·mol-1,1.78 Å3,0,1,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13515,0.0059 mg/mL,5.01,-4.7,18.78,9.12,1,2,0,20.31 Å2,7,97.27 m3·mol-1,35.86 Å3,2,1,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13530,0.354 mg/mL,1.89,-2.9,14.09,9.67,1,3,3,57.28 Å2,6,76.61 m3·mol-1,30.36 Å3,2,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13533,0.0302 mg/mL,3.35,-4,19.28,-0.53,0,2,1,37.3 Å2,0,84.59 m3·mol-1,34.21 Å3,4,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02069,0.0278 mg/mL,1.52,-4,9.95,-1.3,0,3,2,89.26 Å2,4,77.02 m3·mol-1,29.83 Å3,2,1,Yes,Yes,No,No,+,0.9955,+,0.9482,-,0.6035,Non-substrate,0.8189,Non-inhibitor,0.8674,Non-inhibitor,0.8863,Non-inhibitor,0.8539,Non-substrate,0.7593,Non-substrate,0.8371,Non-substrate,0.6865,Non-inhibitor,0.6089,Non-inhibitor,0.7669,Non-inhibitor,0.917,Non-inhibitor,0.6941,Non-inhibitor,0.8681,High CYP Inhibitory Promiscuity,0.5149,Non AMES toxic,0.7444,Non-carcinogens,0.7615,Not ready biodegradable,1.0,"2.3155 LD50, mol/kg",Not applicable,Weak inhibitor,0.9923,Non-inhibitor,0.8446
DB09571,0.928 mg/mL,2.24,-2.2,,10.21,1,1,1,12.03 Å2,3,48.48 m3·mol-1,18.09 Å3,1,1,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13561,0.00105 mg/mL,4.57,-5.4,,8.88,1,1,1,12.03 Å2,5,77.9 m3·mol-1,29.34 Å3,2,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13574,16.2 mg/mL,0.82,-0.95,18.53,10.43,1,2,2,46.25 Å2,4,43.8 m3·mol-1,18.22 Å3,0,1,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB11077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13586,0.0161 mg/mL,3.64,-4.3,18.39,-0.53,0,2,1,37.3 Å2,0,90.16 m3·mol-1,35.09 Å3,4,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13587,0.00641 mg/mL,3.7,-4.7,19.38,-0.88,0,2,1,37.3 Å2,0,88.15 m3·mol-1,36.3 Å3,4,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB04325,2.19 mg/mL,1.39,-1.7,,9.79,1,1,1,26.02 Å2,2,39.29 m3·mol-1,14.35 Å3,1,1,Yes,No,Yes,No,+,0.9022,+,0.9358,+,0.8705,Non-substrate,0.7267,Non-inhibitor,0.9586,Non-inhibitor,0.9273,Non-inhibitor,0.5524,Non-substrate,0.8336,Substrate,0.6961,Non-substrate,0.7843,Inhibitor,0.7527,Non-inhibitor,0.7402,Inhibitor,0.6126,Inhibitor,0.5132,Non-inhibitor,0.9109,Low CYP Inhibitory Promiscuity,0.6645,Non AMES toxic,0.8619,Non-carcinogens,0.7581,Ready biodegradable,0.9225,"2.2561 LD50, mol/kg",Not applicable,Weak inhibitor,0.6231,Non-inhibitor,0.8105
DB04331,0.0603 mg/mL,1.83,-3.7,9.37,-6,0,2,3,70.59 Å2,4,81.41 m3·mol-1,30.22 Å3,2,1,Yes,Yes,No,No,+,0.8805,-,0.9108,-,0.5425,Substrate,0.5619,Inhibitor,0.5817,Non-inhibitor,0.8551,Non-inhibitor,0.8409,Non-substrate,0.7354,Non-substrate,0.8222,Non-substrate,0.5795,Inhibitor,0.9107,Inhibitor,0.6529,Non-inhibitor,0.9231,Inhibitor,0.8994,Non-inhibitor,0.6004,High CYP Inhibitory Promiscuity,0.9141,Non AMES toxic,0.6574,Non-carcinogens,0.8282,Not ready biodegradable,0.9848,"2.4622 LD50, mol/kg",Not applicable,Weak inhibitor,0.9605,Non-inhibitor,0.7884
DB11124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB17152,0.848 mg/mL,0.81,-2.7,11.71,2.83,0,6,2,109.19 Å2,4,106.57 m3·mol-1,41.8 Å3,5,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02159,952.0 mg/mL,-0.79,1.1,14.47,-2.9,0,2,2,40.46 Å2,1,18.97 m3·mol-1,8.01 Å3,0,1,Yes,No,No,No,+,0.9832,+,0.7184,-,0.6594,Non-substrate,0.7162,Non-inhibitor,0.9157,Non-inhibitor,0.944,Non-inhibitor,0.9401,Non-substrate,0.832,Non-substrate,0.8739,Non-substrate,0.7434,Non-inhibitor,0.7858,Non-inhibitor,0.9388,Non-inhibitor,0.9526,Non-inhibitor,0.8969,Non-inhibitor,0.9599,Low CYP Inhibitory Promiscuity,0.958,Non AMES toxic,0.9132,Carcinogens,0.5,Ready biodegradable,0.9505,"0.6112 LD50, mol/kg",Not applicable,Weak inhibitor,0.9568,Non-inhibitor,0.9008
DB17202,1.94e-06 mg/mL,15.88,-8.6,,7.61,1,3,0,55.84 Å2,32,227.17 m3·mol-1,97.07 Å3,4,0,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB11161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13653,0.00749 mg/mL,4.31,-4.7,,8.83,1,2,0,23.55 Å2,5,108.18 m3·mol-1,40.88 Å3,3,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13655,109.0 mg/mL,0.77,-0.21,,3.61,0,2,0,33.2 Å2,3,52.27 m3·mol-1,19.56 Å3,1,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB11208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB07373,0.0169 mg/mL,3.93,-4.2,18.39,-5,0,2,0,34.14 Å2,0,84.7 m3·mol-1,32.45 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.9793,+,0.8011,Substrate,0.5526,Inhibitor,0.8564,Non-inhibitor,0.6615,Non-inhibitor,0.6632,Non-substrate,0.8548,Non-substrate,0.9131,Substrate,0.7193,Non-inhibitor,0.9046,Non-inhibitor,0.9387,Non-inhibitor,0.9386,Non-inhibitor,0.8138,Non-inhibitor,0.8483,Low CYP Inhibitory Promiscuity,0.8067,Non AMES toxic,0.9508,Non-carcinogens,0.9313,Not ready biodegradable,0.9343,"1.5360 LD50, mol/kg",Not applicable,Weak inhibitor,0.7599,Non-inhibitor,0.7469
DB17384,0.0474 mg/mL,4.03,-3.9,11.86,6.57,0,6,2,78.43 Å2,2,113.42 m3·mol-1,41.33 Å3,5,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB17386,,0,,,,0,0,0,0 Å2,0,0 m3·mol-1,1.78 Å3,0,1,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13692,0.0986 mg/mL,2.24,-3.5,9.53,8.52,1,6,3,80.18 Å2,5,95 m3·mol-1,37.16 Å3,3,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB11236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
