DrugBank ID,Description,Kingdom,Super Class,Class,Sub Class,Direct Parent,Alternative Parents,Substituents,Molecular Framework,External Descriptors
DB09069,"This compound belongs to the class of organic compounds known as phenylmethylamines. These are compounds containing a phenylmethtylamine moiety, which consists of a phenyl group substituted by an methanamine.",Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Phenylmethylamines,"['Phenoxy compounds', 'Methoxybenzenes', 'Benzylamines', 'Anisoles', 'N-alkylpiperazines', 'Aralkylamines', 'Alkyl aryl ethers', 'Trialkylamines', 'Dialkylamines', 'Azacyclic compounds', 'Organopnictogen compounds', 'Hydrocarbon derivatives']","['1,4-diazinane', 'Alkyl aryl ether', 'Amine', 'Anisole', 'Aralkylamine', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Benzylamine', 'Ether', 'Hydrocarbon derivative', 'Methoxybenzene', 'N-alkylpiperazine', 'Organic nitrogen compound', 'Organic oxygen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenol ether', 'Phenoxy compound', 'Phenylmethylamine', 'Piperazine', 'Secondary aliphatic amine', 'Secondary amine', 'Tertiary aliphatic amine', 'Tertiary amine']",Aromatic heteromonocyclic compounds,Not Available
DB09070,This compound belongs to the class of organic compounds known as oxosteroids. These are steroid derivatives carrying a C=O group attached to steroid skeleton.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxosteroids,Oxosteroids,"['3-oxosteroids', '17-hydroxysteroids', 'Cyclohexenones', 'Ynones', 'Tertiary alcohols', 'Cyclic alcohols and derivatives', 'Acetylides', 'Organic oxides', 'Hydrocarbon derivatives']","['17-hydroxysteroid', '3-oxosteroid', 'Acetylide', 'Alcohol', 'Aliphatic homopolycyclic compound', 'Carbonyl group', 'Cyclic alcohol', 'Cyclic ketone', 'Cyclohexenone', 'Hydrocarbon derivative']",Aliphatic homopolycyclic compounds,"terminal acetylenic compound, 17beta-hydroxy steroid (CHEBI:32223)"
DB13185,This compound belongs to the class of organic compounds known as steroid esters. These are compounds containing a steroid moiety which bears a carboxylic acid ester group.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroid esters,"['Estrogens and derivatives', 'Hydroxysteroids', '3-oxo delta-4-steroids', 'Delta-4-steroids', 'Cyclohexenones', 'Carboxylic acid esters', 'Monocarboxylic acids and derivatives', 'Enols', 'Organic oxides', 'Hydrocarbon derivatives']","['3-oxo-delta-4-steroid', '3-oxosteroid', '4-hydroxysteroid', 'Aliphatic homopolycyclic compound', 'Carbonyl group', 'Carboxylic acid derivative', 'Carboxylic acid ester', 'Cyclic ketone', 'Cyclohexenone', 'Delta-4-steroid']",Aliphatic homopolycyclic compounds,Not Available
DB09080,"This compound belongs to the class of organic compounds known as benzoxazinones. These are organic compounds containing a benzene fused to an oxazine ring (a six-member aliphatic ring with four carbon atoms, one oxygen atom, and one nitrogen atom) bearing a ketone group.",Organic compounds,Organoheterocyclic compounds,Benzoxazines,Benzoxazinones,Benzoxazinones,"['Amphetamines and derivatives', 'Benzomorpholines', 'Phenylpropanes', 'Phenoxy compounds', 'Methoxybenzenes', 'Anisoles', '1-hydroxy-2-unsubstituted benzenoids', 'Alkyl aryl ethers', 'Aralkylamines', 'Secondary carboxylic acid amides', 'Secondary alcohols', '1,2-aminoalcohols', 'Lactams', 'Amino acids and derivatives', 'Oxacyclic compounds', 'Dialkylamines', 'Azacyclic compounds', 'Organopnictogen compounds', 'Hydrocarbon derivatives', 'Carbonyl compounds', 'Organic oxides', 'Aromatic alcohols']","['1,2-aminoalcohol', '1-hydroxy-2-unsubstituted benzenoid', 'Alcohol', 'Alkyl aryl ether', 'Amine', 'Amino acid or derivatives', 'Amphetamine or derivatives', 'Anisole', 'Aralkylamine', 'Aromatic alcohol', 'Aromatic heteropolycyclic compound', 'Azacycle', 'Benzenoid', 'Benzomorpholine', 'Benzoxazinone', 'Carbonyl group', 'Carboxamide group', 'Carboxylic acid derivative', 'Ether', 'Hydrocarbon derivative', 'Lactam', 'Methoxybenzene', 'Monocyclic benzene moiety', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Oxacycle', 'Oxazinane', 'Phenol ether', 'Phenoxy compound', 'Phenylpropane', 'Secondary alcohol', 'Secondary aliphatic amine', 'Secondary amine', 'Secondary carboxylic acid amide']",Aromatic heteropolycyclic compounds,"aromatic ether, secondary alcohol, phenols, secondary amino compound, benzoxazine (CHEBI:82700)"
DB09082,"This compound belongs to the class of organic compounds known as benzylethers. These are aromatic ethers with the general formula ROCR' (R = alkyl, aryl; R'=benzene).",Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzylethers,Benzylethers,"['Dichlorobenzenes', 'Benzyl alcohols', 'Aralkylamines', '1-hydroxy-2-unsubstituted benzenoids', 'Aryl chlorides', 'Secondary alcohols', '1,2-aminoalcohols', 'Dialkylamines', 'Dialkyl ethers', 'Primary alcohols', 'Organopnictogen compounds', 'Organochlorides', 'Hydrocarbon derivatives', 'Aromatic alcohols']","['1,2-aminoalcohol', '1,3-dichlorobenzene', '1-hydroxy-2-unsubstituted benzenoid', 'Alcohol', 'Amine', 'Aralkylamine', 'Aromatic alcohol', 'Aromatic homomonocyclic compound', 'Aryl chloride', 'Aryl halide', 'Benzyl alcohol', 'Benzylether', 'Chlorobenzene', 'Dialkyl ether', 'Ether', 'Halobenzene', 'Hydrocarbon derivative', 'Organic nitrogen compound', 'Organic oxygen compound', 'Organochloride', 'Organohalogen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenol', 'Primary alcohol', 'Secondary alcohol', 'Secondary aliphatic amine', 'Secondary amine']",Aromatic homomonocyclic compounds,"phenols, benzyl alcohols, secondary amino compound, ether, dichlorobenzene (CHEBI:75037)"
DB09095,This compound belongs to the class of organic compounds known as 21-hydroxysteroids. These are steroids carrying a hydroxyl group at the 21-position of the steroid backbone.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,21-hydroxysteroids,"['Gluco/mineralocorticoids, progestogins and derivatives', '20-oxosteroids', '11-beta-hydroxysteroids', '3-oxo delta-1,4-steroids', 'Halogenated steroids', 'Delta-1,4-steroids', 'Alpha-hydroxy ketones', 'Secondary alcohols', 'Cyclic alcohols and derivatives', 'Cyclic ketones', 'Fluorohydrins', 'Organic oxides', 'Primary alcohols', 'Organofluorides', 'Hydrocarbon derivatives', 'Alkyl fluorides']","['11-beta-hydroxysteroid', '11-hydroxysteroid', '20-oxosteroid', '21-hydroxysteroid', '3-oxo-delta-1,4-steroid', '3-oxosteroid', '6-halo-steroid', '9-halo-steroid', 'Alcohol', 'Aliphatic homopolycyclic compound', 'Alkyl fluoride', 'Alkyl halide', 'Alpha-hydroxy ketone', 'Carbonyl group', 'Cyclic alcohol', 'Cyclic ketone', 'Delta-1,4-steroid', 'Fluorohydrin', 'Halo-steroid', 'Halohydrin', 'Hydrocarbon derivative', 'Ketone', 'Organic oxide', 'Organic oxygen compound', 'Organofluoride', 'Organohalogen compound', 'Organooxygen compound', 'Oxosteroid', 'Pregnane-skeleton', 'Primary alcohol', 'Progestogin-skeleton', 'Secondary alcohol']",Aliphatic homopolycyclic compounds,Not Available
DB03962,This compound belongs to the class of organic compounds known as (5'->5')-dinucleotides. These are dinucleotides where the two bases are connected via a (5'->5')-phosphodiester linkage.,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,Not Available,(5'->5')-dinucleotides,"['Purine nucleotide sugars', ""Purine ribonucleoside 2',5'-bisphosphates"", 'Purine ribonucleoside diphosphates', 'Nicotinamide nucleotides', 'Pentose phosphates', 'Glycosylamines', 'Monosaccharide phosphates', '6-aminopurines', 'Organic pyrophosphates', 'Nicotinamides', 'Monoalkyl phosphates', 'Aminopyrimidines and derivatives', 'Pyridinium derivatives', 'Imidolactams', 'N-substituted imidazoles', 'Aryl bromides', 'Oxolanes', 'Heteroaromatic compounds', 'Vinylogous amides', 'Secondary alcohols', 'Primary carboxylic acid amides', 'Amino acids and derivatives', 'Azacyclic compounds', 'Oxacyclic compounds', 'Hydrocarbon derivatives', 'Organic oxides', 'Organic salts', 'Organic zwitterions', 'Organobromides', 'Primary amines']","[""(5'->5')-dinucleotide"", '6-aminopurine', 'Alcohol', 'Alkyl phosphate', 'Amine', 'Amino acid or derivatives', 'Aminopyrimidine', 'Aromatic heteropolycyclic compound', 'Aryl bromide', 'Aryl halide', 'Azacycle', 'Azole', 'Carboxamide group', 'Carboxylic acid derivative', 'Glycosyl compound', 'Heteroaromatic compound', 'Hydrocarbon derivative', 'Imidazole', 'Imidazopyrimidine', 'Imidolactam', 'Monoalkyl phosphate', 'Monosaccharide', 'Monosaccharide phosphate', 'N-glycosyl compound', 'N-substituted imidazole', 'Nicotinamide', 'Nicotinamide-nucleotide', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organic phosphoric acid derivative', 'Organic pyrophosphate', 'Organic salt', 'Organic zwitterion', 'Organobromide', 'Organohalogen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Oxacycle', 'Oxolane', 'Pentose phosphate', 'Pentose-5-phosphate', 'Phosphoric acid ester', 'Primary amine', 'Primary carboxylic acid amide', 'Purine', 'Purine nucleotide sugar', ""Purine ribonucleoside 2',5'-bisphosphate"", 'Purine ribonucleoside bisphosphate', 'Purine ribonucleoside diphosphate', 'Pyridine', 'Pyridine carboxylic acid or derivatives', 'Pyridine nucleotide', 'Pyridinium', 'Pyrimidine', 'Secondary alcohol', 'Vinylogous amide']",Aromatic heteropolycyclic compounds,Not Available
DB13238,This compound belongs to the class of organic compounds known as monoalkylamines. These are organic compounds containing an primary aliphatic amine group.,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Monoalkylamines,"['Organopnictogen compounds', 'Hydrocarbon derivatives']","['Aliphatic acyclic compound', 'Hydrocarbon derivative', 'Organopnictogen compound', 'Primary aliphatic amine']",Aliphatic acyclic compounds,Not Available
DB13251,This compound belongs to the class of organic compounds known as 1-hydroxy-2-unsubstituted benzenoids. These are phenols that a unsubstituted at the 2-position.,Organic compounds,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,1-hydroxy-2-unsubstituted benzenoids,"['Aralkylamines', 'Benzene and substituted derivatives', 'Secondary alcohols', '1,2-aminoalcohols', 'Organopnictogen compounds', 'Monoalkylamines', 'Hydrocarbon derivatives', 'Aromatic alcohols']","['1,2-aminoalcohol', '1-hydroxy-2-unsubstituted benzenoid', 'Alcohol', 'Amine', 'Aralkylamine', 'Aromatic alcohol', 'Aromatic homomonocyclic compound', 'Hydrocarbon derivative', 'Monocyclic benzene moiety', 'Organic nitrogen compound']",Aromatic homomonocyclic compounds,"phenylethanolamines, tyramines (CHEBI:17134)"
DB09168,"This compound belongs to the class of organic compounds known as fentanyls. These are compounds containing the fentanyl moiety or a derivative, which is based on a N-(1-(2-phenylethyl)-4-piperidinyl)-N-phenylpropanamide skeleton.",Organic compounds,Organoheterocyclic compounds,Piperidines,Fentanyls,Fentanyls,"['Phenylpiperidines', 'Phenethylamines', 'Anilides', 'Aralkylamines', 'Tertiary carboxylic acid amides', 'Trialkylamines', 'Amino acids and derivatives', 'Azacyclic compounds', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['Amine', 'Amino acid or derivatives', 'Anilide', 'Aralkylamine', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Benzenoid', 'Carbonyl group', 'Carboxamide group', 'Carboxylic acid derivative', 'Fentanyl', 'Hydrocarbon derivative', 'Monocyclic benzene moiety', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenethylamine', 'Phenylpiperidine', 'Tertiary aliphatic amine', 'Tertiary amine', 'Tertiary carboxylic acid amide']",Aromatic heteromonocyclic compounds,Not Available
DB09169,"This compound belongs to the class of organic compounds known as fentanyls. These are compounds containing the fentanyl moiety or a derivative, which is based on a N-(1-(2-phenylethyl)-4-piperidinyl)-N-phenylpropanamide skeleton.",Organic compounds,Organoheterocyclic compounds,Piperidines,Fentanyls,Fentanyls,"['Phenethylamines', 'Anilides', 'Aralkylamines', 'Tertiary carboxylic acid amides', 'Trialkylamines', 'Amino acids and derivatives', 'Azacyclic compounds', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['Amine', 'Amino acid or derivatives', 'Anilide', 'Aralkylamine', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Benzenoid', 'Carbonyl group', 'Carboxamide group', 'Carboxylic acid derivative', 'Fentanyl', 'Hydrocarbon derivative', 'Monocyclic benzene moiety', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenethylamine', 'Tertiary aliphatic amine', 'Tertiary amine', 'Tertiary carboxylic acid amide']",Aromatic heteromonocyclic compounds,Not Available
DB13285,This compound belongs to the class of organic compounds known as amphetamines and derivatives. These are organic compounds containing or derived from 1-phenylpropan-2-amine.,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives,"['Phenylpropanes', 'Aralkylamines', 'Dialkylamines', 'Organopnictogen compounds', 'Hydrocarbon derivatives']","['Amine', 'Amphetamine or derivatives', 'Aralkylamine', 'Aromatic homomonocyclic compound', 'Hydrocarbon derivative', 'Organic nitrogen compound', 'Organonitrogen compound', 'Organopnictogen compound', 'Phenylpropane', 'Secondary aliphatic amine']",Aromatic homomonocyclic compounds,Not Available
DB09170,This compound belongs to the class of organic compounds known as anilides. These are organic heterocyclic compounds derived from oxoacids RkE(=O)l(OH)m (l not 0) by replacing an OH group by the NHPh group or derivative formed by ring substitution.,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Anilides,"['Aralkylamines', 'Piperidines', 'Thiophenes', 'Tertiary carboxylic acid amides', 'Heteroaromatic compounds', 'Trialkylamines', 'Secondary alcohols', 'Amino acids and derivatives', '1,2-aminoalcohols', 'Azacyclic compounds', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds', 'Aromatic alcohols']","['1,2-aminoalcohol', 'Alcohol', 'Amine', 'Amino acid or derivatives', 'Anilide', 'Aralkylamine', 'Aromatic alcohol', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Carbonyl group', 'Carboxamide group', 'Carboxylic acid derivative', 'Heteroaromatic compound', 'Hydrocarbon derivative', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Piperidine', 'Secondary alcohol', 'Tertiary aliphatic amine', 'Tertiary amine', 'Tertiary carboxylic acid amide', 'Thiophene']",Aromatic heteromonocyclic compounds,Not Available
DB09171,"This compound belongs to the class of organic compounds known as fentanyls. These are compounds containing the fentanyl moiety or a derivative, which is based on a N-(1-(2-phenylethyl)-4-piperidinyl)-N-phenylpropanamide skeleton.",Organic compounds,Organoheterocyclic compounds,Piperidines,Fentanyls,Fentanyls,"['Phenylpropylamines', 'Anilides', 'Aralkylamines', 'Tertiary carboxylic acid amides', 'Trialkylamines', 'Amino acids and derivatives', 'Azacyclic compounds', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['Amine', 'Amino acid or derivatives', 'Anilide', 'Aralkylamine', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Benzenoid', 'Carbonyl group', 'Carboxamide group', 'Carboxylic acid derivative', 'Fentanyl', 'Hydrocarbon derivative', 'Monocyclic benzene moiety', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenylpropylamine', 'Tertiary aliphatic amine', 'Tertiary amine', 'Tertiary carboxylic acid amide']",Aromatic heteromonocyclic compounds,Not Available
DB09173,"This compound belongs to the class of organic compounds known as fentanyls. These are compounds containing the fentanyl moiety or a derivative, which is based on a N-(1-(2-phenylethyl)-4-piperidinyl)-N-phenylpropanamide skeleton.",Organic compounds,Organoheterocyclic compounds,Piperidines,Fentanyls,Fentanyls,"['Phenethylamines', 'Anilides', 'Aralkylamines', 'Tertiary carboxylic acid amides', 'Trialkylamines', 'Amino acids and derivatives', 'Azacyclic compounds', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['Amine', 'Amino acid or derivatives', 'Anilide', 'Aralkylamine', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Benzenoid', 'Carbonyl group', 'Carboxamide group', 'Carboxylic acid derivative', 'Fentanyl', 'Hydrocarbon derivative', 'Monocyclic benzene moiety', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenethylamine', 'Tertiary aliphatic amine', 'Tertiary amine', 'Tertiary carboxylic acid amide']",Aromatic heteromonocyclic compounds,Not Available
